Timestamp,"What’s your total salary in US dollars, ANNUAL BEFORE TAXES?",Your country,Zipcode,Primary database,Years of experience with DB,Other databases ,Job type,Job title,Do you manage other staff?,Years of service,How many other people on your team do the same job as you?,Number of database servers,Highest level of higher education completed,Is your college degree computer-related?,Do you hold industry certifications?,How many hours do you work per week?,Number of days do you work from home?,Employer sector,Are you looking for another job right now?,What are your career plans for the year 2018?,To which gender do you most identify?,Other job duties,What kinds of work do you do?
1/3/2018 20:55,137000,United States,,Microsoft SQL Server,15,"Microsoft SQL Server, PostgreSQL, MongoDB, Azure SQL DB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,1,1,5,Masters,Yes,"No, I never have",40,1,Private business,No,"Stay with the same employer, but change roles",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects"
1/3/2018 23:56,95000,United States,85041,Microsoft SQL Server,10,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, Azure SQL DB, CosmoDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,8,1,70,Bachelors (4 years),Yes,"Yes, and they're currently valid",65,1,Private business,"Yes, actively looking for something else",Change both employers and roles,Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects"
1/4/2018 1:47,55000,Sweden,21355,Microsoft SQL Server,1,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,More than 5,150,Associates (2 years),Yes,"Yes, and they're currently valid",40,2,Private business,No,"Stay with the same employer, but change roles",Male,Engineer,Manual tasks
1/4/2018 1:50,69000,Sweden,21532,Microsoft SQL Server,15,"Microsoft Access, Azure SQL DB",Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,More than 5,220,Associates (2 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects"
1/4/2018 1:58,55000,United Kingdom,,Microsoft SQL Server,17,"Microsoft SQL Server, DB2, Microsoft Access, INGRES",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,17,None,300,None (no degree completed),No,"No, I never have",40,3,Private business,No,"Stay with the same employer, same role",Male,"Analyst, Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D"
1/4/2018 2:44,66000,Sweden,25734,Microsoft SQL Server,9,None,Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,9,More than 5,150,None (no degree completed),N/A,"Yes, and they're currently valid",40,1,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects"
1/4/2018 2:55,85000,Norway,4344,Microsoft SQL Server,15,"Oracle, MySQL/MariaDB, SAP",Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,5,More than 5,5,Masters,Yes,"No, I never have",40,1,Private business,No,"Stay with the same employer, same role",Male,"Analyst, Architect, Developer: App code (C#, JS, etc), Developer: T-SQL","Manual tasks, Projects"
1/4/2018 3:21,95000,United Kingdom,,Microsoft SQL Server,8,None,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,8,2,100,Masters,Yes,"Yes, but they expired",40,1,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,,"Manual tasks, Meetings & management, On-call as part of a rotation, Projects"
1/4/2018 4:42,105000,United States,,Microsoft SQL Server,17,PostgreSQL,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,15,5,20,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Female,Developer: T-SQL,"Build scripts & automation tools, Projects"
1/4/2018 6:37,155000,Germany,81829,Microsoft SQL Server,2,"Microsoft SQL Server, MySQL/MariaDB, DB2",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,2,1,16,Associates (2 years),No,"No, I never have",40,"None, or less than 1 day per week",Private business,No,Prefer not to say,Male,,
1/4/2018 6:51,96000,United States,,Microsoft SQL Server,13,Azure SQL DB,Full time employee,Analyst,No,3,None,10,Masters,Yes,"No, I never have",45,5 or more,Private business,No,Prefer not to say,Female,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Projects, R&D, Training/teaching"
1/4/2018 7:21,36000,Romania,,Microsoft SQL Server,6,"Oracle, SAP, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,3,More than 5,200,None (no degree completed),N/A,"Yes, and they're currently valid",50,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Manager,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects"
1/4/2018 8:46,68000,United States,441,Microsoft SQL Server,5,"Microsoft SQL Server, Oracle",Full time employee,Analyst,No,3,5,0,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching"
1/4/2018 8:52,69086,United Kingdom,M3,Microsoft SQL Server,7,Azure SQL DB,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,2,More than 5,500,Bachelors (4 years),No,"No, I never have",40,2,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Female,"Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching"
1/4/2018 9:16,70000,United States,490xx,Microsoft SQL Server,17,None,Full time employee,Developer: T-SQL,No,5,None,2,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",State/province government,No,"Stay with the same employer, but change roles",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Projects"
1/4/2018 9:25,112500,United States,,Microsoft SQL Server,15,"Microsoft SQL Server, Oracle, PostgreSQL, Amazon RDS (any flavor), MySQL",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,7,More than 5,50,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,1,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, Training/teaching"
1/4/2018 9:51,47143,Canada,,Microsoft SQL Server,3,"Microsoft SQL Server, Azure SQL DB",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,3,4,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",State/province government,No,"Stay with the same employer, but change roles",Female,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Projects, R&D, Training/teaching"
1/4/2018 9:58,129000,United States,27701,Microsoft SQL Server,20,Azure SQL DB,"Independent consultant, contractor, freelancer, or company owner",DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,1,80,None (no degree completed),N/A,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D"
1/4/2018 9:59,68000,United Kingdom,,Microsoft SQL Server,15,None,Full time employee,Developer: T-SQL,No,15,3,20,Masters,Yes,"Yes, and they're currently valid",38,5 or more,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects"
1/4/2018 10:14,120000,United States,64112,Microsoft SQL Server,17,None,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,13,1,80,Associates (2 years),Yes,"Yes, and they're currently valid",40,1,Private business,No,"Stay with the same employer, but change roles",Male,Manager,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects"
1/4/2018 10:56,79860,Canada,R3X2H5,Microsoft SQL Server,18,"MySQL/MariaDB, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,6,None,25,Bachelors (4 years),Yes,"Yes, and they're currently valid",37,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"Architect, Developer: App code (C#, JS, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks"
1/4/2018 11:29,60000,United States,41,Microsoft SQL Server,2,"MySQL/MariaDB, SQLite, Amazon RDS (any flavor)",Full time employee,Developer: T-SQL,No,2,None,2,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, but change roles",Male,Analyst,"Meetings & management, Projects, R&D"
1/4/2018 11:44,70000,Poland,,Microsoft SQL Server,6,Azure SQL DB,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,6,5,3,Masters,Yes,"Yes, and they're currently valid",46,4,Private business,No,"Stay with the same employer, same role",Prefer not to say,"Analyst, Architect, Developer: T-SQL","Build scripts & automation tools, R&D, Training/teaching"
1/4/2018 12:16,87400,United States,48104,Microsoft SQL Server,5,Oracle,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,1,20,Masters,Yes,"Yes, but they expired",38,1,Local government,No,"Stay with the same employer, same role",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D"
1/4/2018 12:36,89000,United States,48108,Microsoft SQL Server,7,None,Full time employee,"Developer: App code (C#, JS, etc)",No,11,3,4,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week","Education (K-12, college, university)","Yes, but only passively (just curious)",Prefer not to say,Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching"
